event_id,event_timestamp,user_id,anonymous_id,session_id,event_name,traffic_source,page_location,product_id,order_id,revenue,device_category
evt00264,2026-05-10 21:26:00,u013,anon_u013,s0066,view_item,paid_search,/product/p013,p013,,,desktop
evt00265,2026-05-10 21:32:00,u013,anon_u013,s0066,add_to_cart,paid_search,/account,p013,,,desktop
evt00266,2026-05-10 21:38:00,u013,anon_u013,s0066,purchase,paid_search,/,,o0066,110.91,desktop
evt00267,2026-05-10 23:22:00,u020,anon_u020,s0067,session_start,organic_search,/cart,,,,mobile
evt00268,2026-05-10 23:28:00,u020,anon_u020,s0067,page_view,organic_search,/checkout,,,,mobile
evt00269,2026-05-10 23:34:00,u020,anon_u020,s0067,purchase,organic_search,/account,,o0067,167.79,mobile
evt00270,2026-05-11 01:26:00,u027,anon_u027,s0068,session_start,social,/checkout,,,,tablet
evt00271,2026-05-11 01:32:00,u027,anon_u027,s0068,page_view,social,/account,,,,tablet
evt00272,2026-05-11 01:38:00,u027,anon_u027,s0068,view_item,social,/product/p017,p017,,,tablet
evt00273,2026-05-11 01:44:00,u027,anon_u027,s0068,purchase,social,/collections/new,,o0068,280.37,tablet
evt00274,2026-05-11 03:34:00,u004,anon_u004,s0069,session_start,email,/account,,,,desktop
evt00275,2026-05-11 03:40:00,u004,anon_u004,s0069,page_view,email,/,,,,desktop
evt00276,2026-05-11 03:46:00,u004,anon_u004,s0069,add_to_cart,email,/collections/new,p019,,,desktop
evt00277,2026-05-11 03:52:00,u004,anon_u004,s0069,purchase,email,/collections/bestsellers,,o0069,52.46,desktop
evt00278,2026-05-11 05:42:00,u011,anon_u011,s0070,session_start,direct,/,,,,mobile
evt00279,2026-05-11 05:48:00,u011,anon_u011,s0070,page_view,direct,/collections/new,,,,mobile
evt00280,2026-05-11 05:54:00,u011,anon_u011,s0070,view_item,direct,/product/p021,p021,,,mobile
evt00281,2026-05-11 06:00:00,u011,anon_u011,s0070,begin_checkout,direct,/product,,,,mobile
evt00282,2026-05-11 06:06:00,u011,anon_u011,s0070,purchase,direct,/cart,,o0070,0.00,mobile
evt00283,2026-05-11 07:05:00,u018,anon_u018,s0071,session_start,affiliate,/collections/new,,,,tablet
evt00284,2026-05-11 07:11:00,u018,anon_u018,s0071,page_view,affiliate,/collections/bestsellers,,,,tablet
evt00285,2026-05-11 07:17:00,u018,anon_u018,s0071,purchase,affiliate,/product,,o0071,235.98,tablet
evt00286,2026-05-11 09:09:00,u025,anon_u025,s0072,session_start,paid_search,/collections/bestsellers,,,,desktop
evt00287,2026-05-11 09:15:00,u025,anon_u025,s0072,page_view,paid_search,/product,,,,desktop
evt00288,2026-05-11 09:21:00,u025,anon_u025,s0072,view_item,paid_search,/product/p001,p001,,,desktop
evt00289,2026-05-11 09:27:00,u025,anon_u025,s0072,add_to_cart,paid_search,/checkout,p001,,,desktop
evt00290,2026-05-11 09:33:00,u025,anon_u025,s0072,purchase,paid_search,/account,,o0072,76.27,desktop
evt00291,2026-05-11 11:17:00,u002,anon_u002,s0073,session_start,organic_search,/product,,,,mobile
evt00292,2026-05-11 11:23:00,u002,anon_u002,s0073,page_view,organic_search,/cart,,,,mobile
evt00293,2026-05-11 11:29:00,u002,anon_u002,s0073,purchase,organic_search,/checkout,,o0073,298.77,mobile
evt00294,2026-05-11 13:25:00,u009,anon_u009,s0074,session_start,social,/cart,,,,tablet
evt00295,2026-05-11 13:31:00,u009,anon_u009,s0074,page_view,social,/checkout,,,,tablet
evt00296,2026-05-11 13:37:00,u009,anon_u009,s0074,view_item,social,/product/p005,p005,,,tablet
evt00297,2026-05-11 13:43:00,u009,anon_u009,s0074,purchase,social,/,,o0074,244.64,tablet
evt00298,2026-05-11 15:33:00,u016,anon_u016,s0075,session_start,email,/checkout,,,,desktop
evt00299,2026-05-11 15:39:00,u016,anon_u016,s0075,page_view,email,/account,,,,desktop
evt00300,2026-05-11 15:45:00,u016,anon_u016,s0075,add_to_cart,email,/,p007,,,desktop
evt00301,2026-05-11 15:51:00,u016,anon_u016,s0075,begin_checkout,email,/collections/new,,,,desktop
evt00302,2026-05-11 15:57:00,u016,anon_u016,s0075,purchase,email,/collections/bestsellers,,o0075,26.48,desktop
evt00303,2026-05-11 17:37:00,u023,anon_u023,s0076,session_start,direct,/account,,,,mobile
evt00304,2026-05-11 17:43:00,u023,anon_u023,s0076,page_view,direct,/,,,,mobile
evt00305,2026-05-11 17:49:00,u023,anon_u023,s0076,view_item,direct,/product/p009,p009,,,mobile
evt00306,2026-05-11 17:55:00,u023,anon_u023,s0076,purchase,direct,/collections/bestsellers,,o0076,191.60,mobile
evt00307,2026-05-11 19:45:00,u030,anon_u030,s0077,session_start,affiliate,/,,,,tablet
evt00308,2026-05-11 19:51:00,u030,anon_u030,s0077,page_view,affiliate,/collections/new,,,,tablet
evt00309,2026-05-11 19:57:00,u030,anon_u030,s0077,purchase,affiliate,/collections/bestsellers,,o0077,227.32,tablet
evt00310,2026-05-11 21:08:00,u007,anon_u007,s0078,session_start,paid_search,/collections/new,,,,desktop
evt00311,2026-05-11 21:14:00,u007,anon_u007,s0078,page_view,paid_search,/collections/bestsellers,,,,desktop
evt00312,2026-05-11 21:20:00,u007,anon_u007,s0078,view_item,paid_search,/product/p013,p013,,,desktop
evt00313,2026-05-11 21:26:00,u007,anon_u007,s0078,add_to_cart,paid_search,/cart,p013,,,desktop
evt00314,2026-05-11 21:32:00,u007,anon_u007,s0078,purchase,paid_search,/checkout,,o0078,78.44,desktop
evt00315,2026-05-11 23:16:00,u014,anon_u014,s0079,session_start,organic_search,/collections/bestsellers,,,,mobile
evt00316,2026-05-11 23:22:00,u014,anon_u014,s0079,page_view,organic_search,/product,,,,mobile
evt00317,2026-05-11 23:28:00,u014,anon_u014,s0079,purchase,organic_search,/cart,,o0079,197.02,mobile
evt00318,2026-05-12 01:20:00,u021,anon_u021,s0080,session_start,social,/product,,,,tablet
evt00319,2026-05-12 01:26:00,u021,anon_u021,s0080,page_view,social,/cart,,,,tablet
evt00320,2026-05-12 01:32:00,u021,anon_u021,s0080,view_item,social,/product/p017,p017,,,tablet
evt00321,2026-05-12 01:38:00,u021,anon_u021,s0080,begin_checkout,social,/account,,,,tablet
evt00322,2026-05-12 01:44:00,u021,anon_u021,s0080,purchase,social,/,,o0080,211.09,tablet
evt00323,2026-05-12 03:28:00,u028,anon_u028,s0081,session_start,email,/cart,,,,desktop
evt00324,2026-05-12 03:34:00,u028,anon_u028,s0081,page_view,email,/checkout,,,,desktop
evt00325,2026-05-12 03:40:00,u028,anon_u028,s0081,add_to_cart,email,/account,p019,,,desktop
evt00326,2026-05-12 03:46:00,u028,anon_u028,s0081,purchase,email,/,,o0081,128.82,desktop
evt00327,2026-05-12 05:36:00,u005,anon_u005,s0082,session_start,direct,/checkout,,,,mobile
evt00328,2026-05-12 05:42:00,u005,anon_u005,s0082,page_view,direct,/account,,,,mobile
evt00329,2026-05-12 05:48:00,u005,anon_u005,s0082,view_item,direct,/product/p021,p021,,,mobile
evt00330,2026-05-12 05:54:00,u005,anon_u005,s0082,purchase,direct,/collections/new,,o0082,233.82,mobile
evt00331,2026-05-12 07:44:00,u012,anon_u012,s0083,session_start,affiliate,/account,,,,tablet
evt00332,2026-05-12 07:50:00,u012,anon_u012,s0083,page_view,affiliate,/,,,,tablet
evt00333,2026-05-12 07:56:00,u012,anon_u012,s0083,purchase,affiliate,/collections/new,,o0083,270.62,tablet
evt00334,2026-05-12 09:03:00,u019,anon_u019,s0084,session_start,paid_search,/,,,,desktop
evt00335,2026-05-12 09:09:00,u019,anon_u019,s0084,page_view,paid_search,/collections/new,,,,desktop
evt00336,2026-05-12 09:15:00,u019,anon_u019,s0084,view_item,paid_search,/product/p001,p001,,,desktop
evt00337,2026-05-12 09:21:00,u019,anon_u019,s0084,add_to_cart,paid_search,/product,p001,,,desktop
evt00338,2026-05-12 09:27:00,u019,anon_u019,s0084,purchase,paid_search,/cart,,o0084,58.95,desktop
evt00339,2026-05-12 11:11:00,u026,anon_u026,s0085,session_start,organic_search,/collections/new,,,,mobile
evt00340,2026-05-12 11:17:00,u026,anon_u026,s0085,page_view,organic_search,/collections/bestsellers,,,,mobile
evt00341,2026-05-12 11:23:00,u026,anon_u026,s0085,begin_checkout,organic_search,/product,,,,mobile
evt00342,2026-05-12 11:29:00,u026,anon_u026,s0085,purchase,organic_search,/cart,,o0085,270.62,mobile
evt00343,2026-05-12 13:19:00,u003,anon_u003,s0086,session_start,social,/collections/bestsellers,,,,tablet
evt00344,2026-05-12 13:25:00,u003,anon_u003,s0086,page_view,social,/product,,,,tablet
evt00345,2026-05-12 13:31:00,u003,anon_u003,s0086,view_item,social,/product/p005,p005,,,tablet
evt00346,2026-05-12 13:37:00,u003,anon_u003,s0086,purchase,social,/checkout,,o0086,320.42,tablet
evt00347,2026-05-12 15:27:00,u010,anon_u010,s0087,session_start,email,/product,,,,desktop
evt00348,2026-05-12 15:33:00,u010,anon_u010,s0087,page_view,email,/cart,,,,desktop
evt00349,2026-05-12 15:39:00,u010,anon_u010,s0087,add_to_cart,email,/checkout,p007,,,desktop
evt00350,2026-05-12 15:45:00,u010,anon_u010,s0087,purchase,email,/account,,o0087,84.93,desktop
evt00351,2026-05-12 17:31:00,u017,anon_u017,s0088,session_start,direct,/cart,,,,mobile
evt00352,2026-05-12 17:37:00,u017,anon_u017,s0088,page_view,direct,/checkout,,,,mobile
evt00353,2026-05-12 17:43:00,u017,anon_u017,s0088,view_item,direct,/product/p009,p009,,,mobile
evt00354,2026-05-12 17:49:00,u017,anon_u017,s0088,purchase,direct,/,,o0088,223.00,mobile
evt00355,2026-05-12 19:39:00,u024,anon_u024,s0089,session_start,affiliate,/checkout,,,,tablet
evt00356,2026-05-12 19:45:00,u024,anon_u024,s0089,page_view,affiliate,/account,,,,tablet
evt00357,2026-05-12 19:51:00,u024,anon_u024,s0089,purchase,affiliate,/,,o0089,352.89,tablet
evt00358,2026-05-12 21:02:00,u001,anon_u001,s0090,session_start,paid_search,/account,,,,desktop
evt00359,2026-05-12 21:08:00,u001,anon_u001,s0090,page_view,paid_search,/,,,,desktop
evt00360,2026-05-12 21:14:00,u001,anon_u001,s0090,view_item,paid_search,/product/p013,p013,,,desktop
evt00361,2026-05-12 21:20:00,u001,anon_u001,s0090,add_to_cart,paid_search,/collections/bestsellers,p013,,,desktop
evt00362,2026-05-12 21:26:00,u001,anon_u001,s0090,begin_checkout,paid_search,/product,,,,desktop
evt00363,2026-05-12 21:32:00,u001,anon_u001,s0090,purchase,paid_search,/cart,,o0090,110.91,desktop
evt00364,2026-05-12 23:10:00,u008,anon_u008,s0091,session_start,organic_search,/,,,,mobile
evt00365,2026-05-12 23:16:00,u008,anon_u008,s0091,page_view,organic_search,/collections/new,,,,mobile
evt00366,2026-05-12 23:22:00,u008,anon_u008,s0091,purchase,organic_search,/collections/bestsellers,,o0091,156.96,mobile
evt00367,2026-05-13 01:14:00,u015,anon_u015,s0092,session_start,social,/collections/new,,,,tablet
evt00368,2026-05-13 01:20:00,u015,anon_u015,s0092,page_view,social,/collections/bestsellers,,,,tablet
evt00369,2026-05-13 01:26:00,u015,anon_u015,s0092,view_item,social,/product/p017,p017,,,tablet
evt00370,2026-05-13 01:32:00,u015,anon_u015,s0092,purchase,social,/cart,,o0092,280.37,tablet
evt00371,2026-05-13 03:22:00,u022,anon_u022,s0093,session_start,email,/collections/bestsellers,,,,desktop
evt00372,2026-05-13 03:28:00,u022,anon_u022,s0093,page_view,email,/product,,,,desktop
evt00373,2026-05-13 03:34:00,u022,anon_u022,s0093,add_to_cart,email,/cart,p019,,,desktop
evt00374,2026-05-13 03:40:00,u022,anon_u022,s0093,purchase,email,/checkout,,o0093,52.46,desktop
evt00375,2026-05-13 05:30:00,u029,anon_u029,s0094,session_start,direct,/product,,,,mobile
evt00376,2026-05-13 05:36:00,u029,anon_u029,s0094,page_view,direct,/cart,,,,mobile
evt00377,2026-05-13 05:42:00,u029,anon_u029,s0094,view_item,direct,/product/p021,p021,,,mobile
evt00378,2026-05-13 05:48:00,u029,anon_u029,s0094,purchase,direct,/account,,o0094,285.78,mobile
evt00379,2026-05-13 07:38:00,u006,anon_u006,s0095,session_start,affiliate,/cart,,,,tablet
evt00380,2026-05-13 07:44:00,u006,anon_u006,s0095,page_view,affiliate,/checkout,,,,tablet
evt00381,2026-05-13 07:50:00,u006,anon_u006,s0095,begin_checkout,affiliate,/account,,,,tablet
evt00382,2026-05-13 07:56:00,u006,anon_u006,s0095,purchase,affiliate,/,,o0095,241.40,tablet
evt00383,2026-05-13 09:42:00,u013,anon_u013,s0096,session_start,paid_search,/checkout,,,,desktop
evt00384,2026-05-13 09:48:00,u013,anon_u013,s0096,page_view,paid_search,/account,,,,desktop
evt00385,2026-05-13 09:54:00,u013,anon_u013,s0096,view_item,paid_search,/product/p001,p001,,,desktop
evt00386,2026-05-13 10:00:00,u013,anon_u013,s0096,add_to_cart,paid_search,/collections/new,p001,,,desktop
evt00387,2026-05-13 10:06:00,u013,anon_u013,s0096,purchase,paid_search,/collections/bestsellers,,o0096,76.27,desktop
evt00388,2026-05-13 11:05:00,u020,anon_u020,s0097,session_start,organic_search,/account,,,,mobile
evt00389,2026-05-13 11:11:00,u020,anon_u020,s0097,page_view,organic_search,/,,,,mobile
evt00390,2026-05-13 11:17:00,u020,anon_u020,s0097,purchase,organic_search,/collections/new,,o0097,293.36,mobile
evt00391,2026-05-13 13:13:00,u027,anon_u027,s0098,session_start,social,/,,,,tablet
evt00392,2026-05-13 13:19:00,u027,anon_u027,s0098,page_view,social,/collections/new,,,,tablet
evt00393,2026-05-13 13:25:00,u027,anon_u027,s0098,view_item,social,/product/p005,p005,,,tablet
evt00394,2026-05-13 13:31:00,u027,anon_u027,s0098,purchase,social,/product,,o0098,239.23,tablet
evt00395,2026-05-13 15:21:00,u004,anon_u004,s0099,session_start,email,/collections/new,,,,desktop
evt00396,2026-05-13 15:27:00,u004,anon_u004,s0099,page_view,email,/collections/bestsellers,,,,desktop
evt00397,2026-05-13 15:33:00,u004,anon_u004,s0099,add_to_cart,email,/product,p007,,,desktop
evt00398,2026-05-13 15:39:00,u004,anon_u004,s0099,purchase,email,/cart,,o0099,26.48,desktop
evt00399,2026-05-13 17:25:00,u011,anon_u011,s0100,session_start,direct,/collections/bestsellers,,,,mobile
evt00400,2026-05-13 17:31:00,u011,anon_u011,s0100,page_view,direct,/product,,,,mobile
evt00401,2026-05-13 17:37:00,u011,anon_u011,s0100,view_item,direct,/product/p009,p009,,,mobile
evt00402,2026-05-13 17:43:00,u011,anon_u011,s0100,begin_checkout,direct,/checkout,,,,mobile
evt00403,2026-05-13 17:49:00,u011,anon_u011,s0100,purchase,direct,/account,,o0100,191.60,mobile
evt00404,2026-05-13 19:33:00,u018,anon_u018,s0101,session_start,affiliate,/product,,,,tablet
evt00405,2026-05-13 19:39:00,u018,anon_u018,s0101,page_view,affiliate,/cart,,,,tablet
evt00406,2026-05-13 19:45:00,u018,anon_u018,s0101,purchase,affiliate,/checkout,,o0101,227.32,tablet
evt00407,2026-05-13 21:41:00,u025,anon_u025,s0102,session_start,paid_search,/cart,,,,desktop
evt00408,2026-05-13 21:47:00,u025,anon_u025,s0102,page_view,paid_search,/checkout,,,,desktop
evt00409,2026-05-13 21:53:00,u025,anon_u025,s0102,view_item,paid_search,/product/p013,p013,,,desktop
evt00410,2026-05-13 21:59:00,u025,anon_u025,s0102,add_to_cart,paid_search,/,p013,,,desktop
evt00411,2026-05-13 22:05:00,u025,anon_u025,s0102,purchase,paid_search,/collections/new,,o0102,89.26,desktop
evt00412,2026-05-13 23:04:00,u002,anon_u002,s0103,session_start,organic_search,/checkout,,,,mobile
evt00413,2026-05-13 23:10:00,u002,anon_u002,s0103,page_view,organic_search,/account,,,,mobile
evt00414,2026-05-13 23:16:00,u002,anon_u002,s0103,purchase,organic_search,/,,o0103,202.43,mobile
evt00415,2026-05-14 01:08:00,u009,anon_u009,s0104,session_start,social,/account,,,,tablet
evt00416,2026-05-14 01:14:00,u009,anon_u009,s0104,page_view,social,/,,,,tablet
evt00417,2026-05-14 01:20:00,u009,anon_u009,s0104,view_item,social,/product/p017,p017,,,tablet
evt00418,2026-05-14 01:26:00,u009,anon_u009,s0104,purchase,social,/collections/bestsellers,,o0104,205.68,tablet
evt00419,2026-05-14 03:16:00,u016,anon_u016,s0105,session_start,email,/,,,,desktop
evt00420,2026-05-14 03:22:00,u016,anon_u016,s0105,page_view,email,/collections/new,,,,desktop
evt00421,2026-05-14 03:28:00,u016,anon_u016,s0105,add_to_cart,email,/collections/bestsellers,p019,,,desktop
evt00422,2026-05-14 03:34:00,u016,anon_u016,s0105,begin_checkout,email,/product,,,,desktop
evt00423,2026-05-14 03:40:00,u016,anon_u016,s0105,purchase,email,/cart,,o0105,0.00,desktop
evt00424,2026-05-14 05:24:00,u023,anon_u023,s0106,session_start,direct,/collections/new,,,,mobile
evt00425,2026-05-14 05:30:00,u023,anon_u023,s0106,page_view,direct,/collections/bestsellers,,,,mobile
evt00426,2026-05-14 05:36:00,u023,anon_u023,s0106,view_item,direct,/product/p021,p021,,,mobile
evt00427,2026-05-14 05:42:00,u023,anon_u023,s0106,purchase,direct,/cart,,o0106,228.41,mobile
evt00428,2026-05-14 07:32:00,u030,anon_u030,s0107,session_start,affiliate,/collections/bestsellers,,,,tablet
evt00429,2026-05-14 07:38:00,u030,anon_u030,s0107,page_view,affiliate,/product,,,,tablet
evt00430,2026-05-14 07:44:00,u030,anon_u030,s0107,purchase,affiliate,/cart,,o0107,265.21,tablet
evt00431,2026-05-14 09:36:00,u007,anon_u007,s0108,session_start,paid_search,/product,,,,desktop
evt00432,2026-05-14 09:42:00,u007,anon_u007,s0108,page_view,paid_search,/cart,,,,desktop
evt00433,2026-05-14 09:48:00,u007,anon_u007,s0108,view_item,paid_search,/product/p001,p001,,,desktop
evt00434,2026-05-14 09:54:00,u007,anon_u007,s0108,add_to_cart,paid_search,/account,p001,,,desktop
evt00435,2026-05-14 10:00:00,u007,anon_u007,s0108,purchase,paid_search,/,,o0108,58.95,desktop
evt00436,2026-05-14 11:44:00,u014,anon_u014,s0109,session_start,organic_search,/cart,,,,mobile
evt00437,2026-05-14 11:50:00,u014,anon_u014,s0109,page_view,organic_search,/checkout,,,,mobile
evt00438,2026-05-14 11:56:00,u014,anon_u014,s0109,purchase,organic_search,/account,,o0109,270.62,mobile
evt00439,2026-05-14 13:07:00,u021,anon_u021,s0110,session_start,social,/checkout,,,,tablet
evt00440,2026-05-14 13:13:00,u021,anon_u021,s0110,page_view,social,/account,,,,tablet
evt00441,2026-05-14 13:19:00,u021,anon_u021,s0110,view_item,social,/product/p005,p005,,,tablet
evt00442,2026-05-14 13:25:00,u021,anon_u021,s0110,begin_checkout,social,/collections/new,,,,tablet
evt00443,2026-05-14 13:31:00,u021,anon_u021,s0110,purchase,social,/collections/bestsellers,,o0110,320.42,tablet
evt00444,2026-05-14 15:15:00,u016,anon_u016,s0111,session_start,email,/account,,,,desktop
evt00445,2026-05-14 15:21:00,u016,anon_u016,s0111,page_view,email,/,,,,desktop
evt00446,2026-05-14 15:27:00,u016,anon_u016,s0111,add_to_cart,email,/collections/new,p007,,,desktop
evt00447,2026-05-14 17:19:00,u021,anon_u021,s0112,session_start,direct,/,,,,mobile
evt00448,2026-05-14 17:25:00,u021,anon_u021,s0112,page_view,direct,/collections/new,,,,mobile
evt00449,2026-05-14 17:31:00,u021,anon_u021,s0112,view_item,direct,/product/p009,p009,,,mobile
evt00450,2026-05-14 19:27:00,u026,anon_u026,s0113,session_start,affiliate,/collections/new,,,,tablet
evt00451,2026-05-14 19:33:00,u026,anon_u026,s0113,page_view,affiliate,/collections/bestsellers,,,,tablet
evt00452,2026-05-14 21:35:00,u001,anon_u001,s0114,session_start,paid_search,/collections/bestsellers,,,,desktop
evt00453,2026-05-14 21:41:00,u001,anon_u001,s0114,page_view,paid_search,/product,,,,desktop
evt00454,2026-05-14 21:47:00,u001,anon_u001,s0114,view_item,paid_search,/product/p013,p013,,,desktop
evt00455,2026-05-14 21:53:00,u001,anon_u001,s0114,add_to_cart,paid_search,/checkout,p013,,,desktop
evt00456,2026-05-14 23:43:00,u006,anon_u006,s0115,session_start,organic_search,/product,,,,mobile
evt00457,2026-05-14 23:49:00,u006,anon_u006,s0115,page_view,organic_search,/cart,,,,mobile
evt00458,2026-05-14 23:55:00,u006,anon_u006,s0115,begin_checkout,organic_search,/checkout,,,,mobile
evt00459,2026-05-15 01:02:00,u011,anon_u011,s0116,session_start,social,/cart,,,,tablet
evt00460,2026-05-15 01:08:00,u011,anon_u011,s0116,page_view,social,/checkout,,,,tablet
evt00461,2026-05-15 01:14:00,u011,anon_u011,s0116,view_item,social,/product/p017,p017,,,tablet
evt00462,2026-05-15 03:10:00,u016,anon_u016,s0117,session_start,email,/checkout,,,,desktop
evt00463,2026-05-15 03:16:00,u016,anon_u016,s0117,page_view,email,/account,,,,desktop
evt00464,2026-05-15 03:22:00,u016,anon_u016,s0117,add_to_cart,email,/,p019,,,desktop
evt00465,2026-05-15 05:18:00,u021,anon_u021,s0118,session_start,direct,/account,,,,mobile
evt00466,2026-05-15 05:24:00,u021,anon_u021,s0118,page_view,direct,/,,,,mobile
evt00467,2026-05-15 05:30:00,u021,anon_u021,s0118,view_item,direct,/product/p021,p021,,,mobile
evt00468,2026-05-15 07:26:00,u026,anon_u026,s0119,session_start,affiliate,/,,,,tablet
evt00469,2026-05-15 07:32:00,u026,anon_u026,s0119,page_view,affiliate,/collections/new,,,,tablet
evt00470,2026-05-15 09:30:00,u001,anon_u001,s0120,session_start,paid_search,/collections/new,,,,desktop
evt00471,2026-05-15 09:36:00,u001,anon_u001,s0120,page_view,paid_search,/collections/bestsellers,,,,desktop
evt00472,2026-05-15 09:42:00,u001,anon_u001,s0120,view_item,paid_search,/product/p001,p001,,,desktop
evt00473,2026-05-15 09:48:00,u001,anon_u001,s0120,add_to_cart,paid_search,/cart,p001,,,desktop
evt00474,2026-05-15 09:54:00,u001,anon_u001,s0120,begin_checkout,paid_search,/checkout,,,,desktop
evt00475,2026-05-15 11:38:00,u006,anon_u006,s0121,session_start,organic_search,/collections/bestsellers,,,,mobile
evt00476,2026-05-15 11:44:00,u006,anon_u006,s0121,page_view,organic_search,/product,,,,mobile
evt00477,2026-05-15 13:46:00,u011,anon_u011,s0122,session_start,social,/product,,,,tablet
evt00478,2026-05-15 13:52:00,u011,anon_u011,s0122,page_view,social,/cart,,,,tablet
evt00479,2026-05-15 13:58:00,u011,anon_u011,s0122,view_item,social,/product/p005,p005,,,tablet
evt00480,2026-05-15 15:09:00,u016,anon_u016,s0123,session_start,email,/cart,,,,desktop
evt00481,2026-05-15 15:15:00,u016,anon_u016,s0123,page_view,email,/checkout,,,,desktop
evt00482,2026-05-15 15:21:00,u016,anon_u016,s0123,add_to_cart,email,/account,p007,,,desktop
evt00483,2026-05-15 17:13:00,u021,anon_u021,s0124,session_start,direct,/checkout,,,,mobile
evt00484,2026-05-15 17:19:00,u021,anon_u021,s0124,page_view,direct,/account,,,,mobile
evt00485,2026-05-15 17:25:00,u021,anon_u021,s0124,view_item,direct,/product/p009,p009,,,mobile
evt00486,2026-05-15 19:21:00,u026,anon_u026,s0125,session_start,affiliate,/account,,,,tablet
evt00487,2026-05-15 19:27:00,u026,anon_u026,s0125,page_view,affiliate,/,,,,tablet
evt00488,2026-05-15 19:33:00,u026,anon_u026,s0125,begin_checkout,affiliate,/collections/new,,,,tablet
evt00489,2026-05-15 21:29:00,u001,anon_u001,s0126,session_start,paid_search,/,,,,desktop
evt00490,2026-05-15 21:35:00,u001,anon_u001,s0126,page_view,paid_search,/collections/new,,,,desktop
evt00491,2026-05-15 21:41:00,u001,anon_u001,s0126,view_item,paid_search,/product/p013,p013,,,desktop
evt00492,2026-05-15 21:47:00,u001,anon_u001,s0126,add_to_cart,paid_search,/product,p013,,,desktop
evt00493,2026-05-15 23:37:00,u006,anon_u006,s0127,session_start,organic_search,/collections/new,,,,mobile
evt00494,2026-05-15 23:43:00,u006,anon_u006,s0127,page_view,organic_search,/collections/bestsellers,,,,mobile
evt00495,2026-05-16 01:41:00,u011,anon_u011,s0128,session_start,social,/collections/bestsellers,,,,tablet
evt00496,2026-05-16 01:47:00,u011,anon_u011,s0128,page_view,social,/product,,,,tablet
evt00497,2026-05-16 01:53:00,u011,anon_u011,s0128,view_item,social,/product/p017,p017,,,tablet
evt00498,2026-05-16 03:04:00,u016,anon_u016,s0129,session_start,email,/product,,,,desktop
evt00499,2026-05-16 03:10:00,u016,anon_u016,s0129,page_view,email,/cart,,,,desktop
evt00500,2026-05-16 03:16:00,u016,anon_u016,s0129,add_to_cart,email,/checkout,p019,,,desktop
evt00501,2026-05-16 05:12:00,u021,anon_u021,s0130,session_start,direct,/cart,,,,mobile
evt00502,2026-05-16 05:18:00,u021,anon_u021,s0130,page_view,direct,/checkout,,,,mobile
evt00503,2026-05-16 05:24:00,u021,anon_u021,s0130,view_item,direct,/product/p021,p021,,,mobile
evt00504,2026-05-16 05:30:00,u021,anon_u021,s0130,begin_checkout,direct,/,,,,mobile
evt00505,2026-05-16 07:20:00,u026,anon_u026,s0131,session_start,affiliate,/checkout,,,,tablet
evt00506,2026-05-16 07:26:00,u026,anon_u026,s0131,page_view,affiliate,/account,,,,tablet
evt00507,2026-05-16 09:24:00,u001,anon_u001,s0132,session_start,paid_search,/account,,,,desktop
evt00508,2026-05-16 09:30:00,u001,anon_u001,s0132,page_view,paid_search,/,,,,desktop
evt00509,2026-05-16 09:36:00,u001,anon_u001,s0132,view_item,paid_search,/product/p001,p001,,,desktop
evt00510,2026-05-16 09:42:00,u001,anon_u001,s0132,add_to_cart,paid_search,/collections/bestsellers,p001,,,desktop
evt00511,2026-05-16 11:32:00,u006,anon_u006,s0133,session_start,organic_search,/,,,,mobile
evt00512,2026-05-16 11:38:00,u006,anon_u006,s0133,page_view,organic_search,/collections/new,,,,mobile
evt00513,2026-05-16 13:40:00,u011,anon_u011,s0134,session_start,social,/collections/new,,,,tablet
evt00514,2026-05-16 13:46:00,u011,anon_u011,s0134,page_view,social,/collections/bestsellers,,,,tablet
evt00515,2026-05-16 13:52:00,u011,anon_u011,s0134,view_item,social,/product/p005,p005,,,tablet
evt00516,2026-05-16 15:03:00,u016,anon_u016,s0135,session_start,email,/collections/bestsellers,,,,desktop
evt00517,2026-05-16 15:09:00,u016,anon_u016,s0135,page_view,email,/product,,,,desktop
evt00518,2026-05-16 15:15:00,u016,anon_u016,s0135,add_to_cart,email,/cart,p007,,,desktop
evt00519,2026-05-16 15:21:00,u016,anon_u016,s0135,begin_checkout,email,/checkout,,,,desktop
evt00520,2026-05-16 17:07:00,u021,anon_u021,s0136,session_start,direct,/product,,,,mobile
evt00521,2026-05-16 17:13:00,u021,anon_u021,s0136,page_view,direct,/cart,,,,mobile
evt00522,2026-05-16 17:19:00,u021,anon_u021,s0136,view_item,direct,/product/p009,p009,,,mobile
evt00523,2026-05-16 19:15:00,u026,anon_u026,s0137,session_start,affiliate,/cart,,,,tablet
evt00524,2026-05-16 19:21:00,u026,anon_u026,s0137,page_view,affiliate,/checkout,,,,tablet
evt00525,2026-05-16 21:23:00,u001,anon_u001,s0138,session_start,paid_search,/checkout,,,,desktop
evt00526,2026-05-16 21:29:00,u001,anon_u001,s0138,page_view,paid_search,/account,,,,desktop
evt00527,2026-05-16 21:35:00,u001,anon_u001,s0138,view_item,paid_search,/product/p013,p013,,,desktop
evt00528,2026-05-16 21:41:00,u001,anon_u001,s0138,add_to_cart,paid_search,/collections/new,p013,,,desktop
evt00529,2026-05-16 23:31:00,u006,anon_u006,s0139,session_start,organic_search,/account,,,,mobile
